,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
1253,Propionibacterium~phage~PHL041M10,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1254,Propionibacterium~phage~PHL055N00,Unassigned,Unassigned,Unassigned,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1255,Propionibacterium~phage~PHL060L00,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1256,Propionibacterium~phage~PHL067M10,Unassigned,Unassigned,Unassigned,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1257,Propionibacterium~phage~PHL070N00,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1258,Propionibacterium~phage~PHL071N05,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1259,Propionibacterium~phage~PHL082M00,Unassigned,Unassigned,Unassigned,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1260,Propionibacterium~phage~PHL085N00,Unassigned,Unassigned,Unassigned,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1261,Propionibacterium~phage~PHL092M00,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1262,Propionibacterium~phage~PHL095N00,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1263,Propionibacterium~phage~PHL111M01,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1264,Propionibacterium~phage~PHL112N00,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1265,Propionibacterium~phage~PHL113M01,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1266,Propionibacterium~phage~PHL114L00,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1267,Propionibacterium~phage~PHL116M00,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1268,Propionibacterium~phage~PHL132N00,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1269,Propionibacterium~phage~PHL141N00,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1270,Propionibacterium~phage~PHL150M00,Unassigned,Unassigned,Unassigned,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1271,Propionibacterium~phage~PHL152M00,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1272,Propionibacterium~phage~PHL171M01,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1273,Propionibacterium~phage~PHL179M00,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1274,Propionibacterium~phage~PHL199M00,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1275,Propionibacterium~phage~PHL301M00,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1276,Propionibacterium~phage~Pacnes~2012-15,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1277,Propionibacterium~phage~Pirate,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1278,Propionibacterium~phage~Procrass1,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1279,Propionibacterium~phage~QueenBey,Unassigned,Unassigned,Unassigned,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1280,Propionibacterium~phage~SKKY,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1281,Propionibacterium~phage~Solid,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1282,Propionibacterium~phage~Stormborn,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1283,Propionibacterium~phage~Wizzo,Caudovirales,Siphoviridae,Pa6virus,323_0,Clustered,59,VC_323_0,59,1.0,1.0,1.0,2,2,2,1.0
1284,Proteus~phage~PM~75,Unassigned,Unassigned,Unassigned,30_0,Clustered,17,VC_30_0,17,0.6353,1.0,0.6353,3,2,2,1.0
1285,Proteus~phage~PM~85,Unassigned,Unassigned,Unassigned,59_0,Clustered,15,VC_59_0,15,0.985,1.0,0.985,2,2,2,1.0
1286,Proteus~phage~PM~93,Unassigned,Unassigned,Unassigned,59_0,Clustered,15,VC_59_0,15,0.985,1.0,0.985,2,2,2,1.0
1287,Proteus~phage~PM16,Unassigned,Unassigned,Unassigned,30_0,Clustered,17,VC_30_0,17,0.6353,1.0,0.6353,3,2,2,1.0
1288,Proteus~phage~pPM_01,Unassigned,Unassigned,Unassigned,16_0,Clustered,11,VC_16_0,11,0.7784,1.0,0.7784,2,2,2,1.0
1289,Proteus~phage~vB_PmiM_Pm5461,Unassigned,Unassigned,Unassigned,32_2,Clustered,2,VC_32_2,2,0.0144,0.95681361,0.0138,1,1,1,1.0
1290,Proteus~phage~vB_PmiP_Pm5460,Unassigned,Unassigned,Unassigned,59_0,Clustered,15,VC_59_0,15,0.985,1.0,0.985,2,2,2,1.0
1291,Providencia~phage~Redjac,Unassigned,Unassigned,Unassigned,16_0,Clustered,11,VC_16_0,11,0.7784,1.0,0.7784,2,2,2,1.0
1292,Pseudoalteromonas~phage~BS5,Unassigned,Unassigned,Unassigned,46_0,Clustered,2,VC_46_0,2,0.2408,0.94762984,0.2282,1,1,1,1.0
1293,Pseudoalteromonas~phage~H103,Unassigned,Unassigned,Unassigned,155_0,Clustered,3,VC_155_0,3,0.1969,0.99197076,0.1953,1,1,1,1.0
1294,Pseudoalteromonas~phage~H105/1,Unassigned,Unassigned,Unassigned,46_0,Clustered,2,VC_46_0,2,0.2408,0.94762984,0.2282,1,1,1,1.0
1295,Pseudoalteromonas~phage~PH1,Unassigned,Unassigned,Unassigned,240_0,Clustered,3,VC_240_0,3,1.0,1.0,1.0,2,2,2,1.0
1296,Pseudoalteromonas~phage~pYD6-A,Unassigned,Unassigned,Unassigned,11_0,Clustered,3,VC_11_0,3,0.2749,0.99836237,0.2744,1,1,1,1.0
1297,Pseudomonad~phage~gh-1,Caudovirales,Podoviridae,T7virus,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
1298,Pseudomonas~phage~119X,Unassigned,Unassigned,Unassigned,325_0,Clustered,2,VC_325_0,2,1.0,1.0,1.0,1,1,1,1.0
1299,Pseudomonas~phage~14-1,Caudovirales,Myoviridae,Pbunavirus,165_0,Clustered,13,VC_165_0,13,0.8851,1.0,0.8851,2,2,2,1.0
1300,Pseudomonas~phage~73,Caudovirales,Siphoviridae,Septima3virus,1_0,Clustered,8,VC_1_0,8,0.6014,1.0,0.6014,3,2,2,1.0
1301,Pseudomonas~phage~Andromeda,Unassigned,Unassigned,Unassigned,57_0,Clustered,10,VC_57_0,10,0.6016,1.0,0.6016,2,2,2,1.0
1302,Pseudomonas~phage~B3,Unassigned,Unassigned,Unassigned,170_0,Clustered,4,VC_170_0,4,0.2399,0.9999782,0.2399,1,1,1,1.0
1303,Pseudomonas~phage~Bf7,Unassigned,Unassigned,Unassigned,57_0,Clustered,10,VC_57_0,10,0.6016,1.0,0.6016,2,2,2,1.0
1304,Pseudomonas~phage~C11,Unassigned,Unassigned,Unassigned,42_0,Clustered,12,VC_42_0,12,0.6596,1.0,0.6596,2,2,2,1.0
1305,Pseudomonas~phage~DL54,Unassigned,Unassigned,Unassigned,203_0,Clustered,10,VC_203_0,10,0.9566,1.0,0.9566,2,2,2,1.0
1306,Pseudomonas~phage~DL60,Caudovirales,Myoviridae,Pbunavirus,165_0,Clustered,13,VC_165_0,13,0.8851,1.0,0.8851,2,2,2,1.0
1307,Pseudomonas~phage~DL62,Unassigned,Unassigned,Unassigned,29_0,Clustered,11,VC_29_0,11,0.6583,1.0,0.6583,2,2,2,1.0
1308,Pseudomonas~phage~DL64,Unassigned,Unassigned,Unassigned,12_0,Clustered,8,VC_12_0,8,0.5998,1.0,0.5998,2,2,2,1.0
1309,Pseudomonas~phage~DL68,Caudovirales,Myoviridae,Pbunavirus,165_0,Clustered,13,VC_165_0,13,0.8851,1.0,0.8851,2,2,2,1.0
1310,Pseudomonas~phage~F10,Unassigned,Unassigned,Unassigned,242_0,Clustered,3,VC_242_0,3,0.7687,0.99542416,0.7652,1,1,1,1.0
1311,Pseudomonas~phage~F8,Caudovirales,Myoviridae,Pbunavirus,165_0,Clustered,13,VC_165_0,13,0.8851,1.0,0.8851,2,2,2,1.0
1312,Pseudomonas~phage~H70,Unassigned,Unassigned,Unassigned,171_0,Clustered,18,VC_171_0,18,0.8458,1.0,0.8458,2,2,2,1.0
1313,Pseudomonas~phage~JBD18,Unassigned,Unassigned,Unassigned,170_0,Clustered,4,VC_170_0,4,0.2399,0.9999782,0.2399,1,1,1,1.0
1314,Pseudomonas~phage~JBD24,Unassigned,Unassigned,Unassigned,171_0,Clustered,18,VC_171_0,18,0.8458,1.0,0.8458,2,2,2,1.0
1315,Pseudomonas~phage~JBD25,Unassigned,Unassigned,Unassigned,170_0,Clustered,4,VC_170_0,4,0.2399,0.9999782,0.2399,1,1,1,1.0
1316,Pseudomonas~phage~JBD30,Unassigned,Unassigned,Unassigned,171_0,Clustered,18,VC_171_0,18,0.8458,1.0,0.8458,2,2,2,1.0
1317,Pseudomonas~phage~JBD44,Unassigned,Unassigned,Unassigned,40_1,Clustered/Singleton,1,VC_40_1,1,0.0,1.0,0.0,1,1,1,1.0
1318,Pseudomonas~phage~JBD5,Unassigned,Unassigned,Unassigned,171_0,Clustered,18,VC_171_0,18,0.8458,1.0,0.8458,2,2,2,1.0
1319,Pseudomonas~phage~JBD69,Unassigned,Unassigned,Unassigned,171_0,Clustered,18,VC_171_0,18,0.8458,1.0,0.8458,2,2,2,1.0
1320,Pseudomonas~phage~JBD88a,Unassigned,Unassigned,Unassigned,171_0,Clustered,18,VC_171_0,18,0.8458,1.0,0.8458,2,2,2,1.0
1321,Pseudomonas~phage~JBD93,Unassigned,Unassigned,Unassigned,171_0,Clustered,18,VC_171_0,18,0.8458,1.0,0.8458,2,2,2,1.0
1322,Pseudomonas~phage~JD024,Unassigned,Unassigned,Unassigned,171_0,Clustered,18,VC_171_0,18,0.8458,1.0,0.8458,2,2,2,1.0
1323,Pseudomonas~phage~JG004,Caudovirales,Myoviridae,Pakpunavirus,42_0,Clustered,12,VC_42_0,12,0.6596,1.0,0.6596,2,2,2,1.0
1324,Pseudomonas~phage~JG024,Caudovirales,Myoviridae,Pbunavirus,165_0,Clustered,13,VC_165_0,13,0.8851,1.0,0.8851,2,2,2,1.0
1325,Pseudomonas~phage~K5,Unassigned,Unassigned,Unassigned,42_0,Clustered,12,VC_42_0,12,0.6596,1.0,0.6596,2,2,2,1.0
1326,Pseudomonas~phage~K8,Unassigned,Unassigned,Unassigned,42_0,Clustered,12,VC_42_0,12,0.6596,1.0,0.6596,2,2,2,1.0
1327,Pseudomonas~phage~KPP12,Caudovirales,Myoviridae,Pbunavirus,165_0,Clustered,13,VC_165_0,13,0.8851,1.0,0.8851,2,2,2,1.0
1328,Pseudomonas~phage~LBL3,Caudovirales,Myoviridae,Pbunavirus,165_0,Clustered,13,VC_165_0,13,0.8851,1.0,0.8851,2,2,2,1.0
1329,Pseudomonas~phage~LIT1,Caudovirales,Podoviridae,Lit1virus,12_0,Clustered,8,VC_12_0,8,0.5998,1.0,0.5998,2,2,2,1.0
1330,Pseudomonas~phage~LKD16,Unassigned,Unassigned,Unassigned,29_0,Clustered,11,VC_29_0,11,0.6583,1.0,0.6583,2,2,2,1.0
1331,Pseudomonas~phage~LMA2,Caudovirales,Myoviridae,Pbunavirus,165_0,Clustered,13,VC_165_0,13,0.8851,1.0,0.8851,2,2,2,1.0
1332,Pseudomonas~phage~LUZ19,Unassigned,Unassigned,Unassigned,29_0,Clustered,11,VC_29_0,11,0.6583,1.0,0.6583,2,2,2,1.0
1333,Pseudomonas~phage~LUZ24,Caudovirales,Podoviridae,Luz24virus,203_0,Clustered,10,VC_203_0,10,0.9566,1.0,0.9566,2,2,2,1.0
1334,Pseudomonas~phage~Lu11,Unassigned,Unassigned,Unassigned,326_0,Clustered,2,VC_326_0,2,0.7032,0.72985431,0.5132,1,1,1,1.0
1335,Pseudomonas~phage~M6,Caudovirales,Siphoviridae,Yuavirus,2_0,Clustered,4,VC_2_0,4,0.462,0.99997711,0.462,1,1,1,1.0
1336,Pseudomonas~phage~MD8,Unassigned,Unassigned,Unassigned,242_0,Clustered,3,VC_242_0,3,0.7687,0.99542416,0.7652,1,1,1,1.0
1337,Pseudomonas~phage~MP1412,Caudovirales,Siphoviridae,Yuavirus,2_0,Clustered,4,VC_2_0,4,0.462,0.99997711,0.462,1,1,1,1.0
1338,Pseudomonas~phage~MP42,Unassigned,Unassigned,Unassigned,171_0,Clustered,18,VC_171_0,18,0.8458,1.0,0.8458,2,2,2,1.0
1339,Pseudomonas~phage~MP48,Unassigned,Unassigned,Unassigned,171_0,Clustered,18,VC_171_0,18,0.8458,1.0,0.8458,2,2,2,1.0
1340,Pseudomonas~phage~MPK6,Unassigned,Unassigned,Unassigned,29_0,Clustered,11,VC_29_0,11,0.6583,1.0,0.6583,2,2,2,1.0
1341,Pseudomonas~phage~MPK7,Unassigned,Unassigned,Unassigned,29_0,Clustered,11,VC_29_0,11,0.6583,1.0,0.6583,2,2,2,1.0
1342,Pseudomonas~phage~NH-4,Unassigned,Unassigned,Unassigned,165_0,Clustered,13,VC_165_0,13,0.8851,1.0,0.8851,2,2,2,1.0
1343,Pseudomonas~phage~O4,Unassigned,Unassigned,Unassigned,184_0,Clustered,4,VC_184_0,4,0.6442,0.9999568,0.6442,1,1,1,1.0
1344,Pseudomonas~phage~PA11,Unassigned,Unassigned,Unassigned,184_0,Clustered,4,VC_184_0,4,0.6442,0.9999568,0.6442,1,1,1,1.0
1345,Pseudomonas~phage~PAE1,Caudovirales,Siphoviridae,Yuavirus,2_0,Clustered,4,VC_2_0,4,0.462,0.99997711,0.462,1,1,1,1.0
1346,Pseudomonas~phage~PAJU2,Unassigned,Unassigned,Unassigned,40_3,Clustered/Singleton,1,VC_40_3,1,0.0,1.0,0.0,1,1,1,1.0
1347,Pseudomonas~phage~PAK_P1,Caudovirales,Myoviridae,Pakpunavirus,42_0,Clustered,12,VC_42_0,12,0.6596,1.0,0.6596,2,2,2,1.0
1348,Pseudomonas~phage~PAK_P2,Unassigned,Unassigned,Unassigned,42_0,Clustered,12,VC_42_0,12,0.6596,1.0,0.6596,2,2,2,1.0
1349,Pseudomonas~phage~PAK_P4,Caudovirales,Myoviridae,Pakpunavirus,42_0,Clustered,12,VC_42_0,12,0.6596,1.0,0.6596,2,2,2,1.0
1350,Pseudomonas~phage~PB1,Caudovirales,Myoviridae,Pbunavirus,165_0,Clustered,13,VC_165_0,13,0.8851,1.0,0.8851,2,2,2,1.0
1351,Pseudomonas~phage~PEV2,Unassigned,Unassigned,Unassigned,12_0,Clustered,8,VC_12_0,8,0.5998,1.0,0.5998,2,2,2,1.0
1352,Pseudomonas~phage~PP7,Unassigned,Unassigned,Unassigned,183_0,Clustered,2,VC_183_0,2,0.0769,0.0,0.0,1,1,1,1.0
1353,Pseudomonas~phage~PPPL-1,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
1354,Pseudomonas~phage~PPpW-3,Unassigned,Unassigned,Unassigned,167_0,Clustered,4,VC_167_0,4,0.2787,0.99998269,0.2787,2,2,2,1.0
1355,Pseudomonas~phage~PPpW-4,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
1356,Pseudomonas~phage~PRR1,Unassigned,Unassigned,Unassigned,182_0,Clustered,4,VC_182_0,4,0.6411,0.99999712,0.6411,1,1,1,1.0
1357,Pseudomonas~phage~PT2,Unassigned,Unassigned,Unassigned,29_0,Clustered,11,VC_29_0,11,0.6583,1.0,0.6583,2,2,2,1.0
1358,Pseudomonas~phage~Pa2,Unassigned,Unassigned,Unassigned,12_0,Clustered,8,VC_12_0,8,0.5998,1.0,0.5998,2,2,2,1.0
1359,Pseudomonas~phage~PaBG,Unassigned,Unassigned,Unassigned,326_0,Clustered,2,VC_326_0,2,0.7032,0.72985431,0.5132,1,1,1,1.0
1360,Pseudomonas~phage~PaMx42,Unassigned,Unassigned,Unassigned,1_0,Clustered,8,VC_1_0,8,0.6014,1.0,0.6014,3,2,2,1.0
1361,Pseudomonas~phage~PaP1,Caudovirales,Myoviridae,Pakpunavirus,42_0,Clustered,12,VC_42_0,12,0.6596,1.0,0.6596,2,2,2,1.0
1362,Pseudomonas~phage~PaP2,Unassigned,Unassigned,Unassigned,325_0,Clustered,2,VC_325_0,2,1.0,1.0,1.0,1,1,1,1.0
1363,Pseudomonas~phage~PaP3,Caudovirales,Podoviridae,Luz24virus,203_0,Clustered,10,VC_203_0,10,0.9566,1.0,0.9566,2,2,2,1.0
1364,Pseudomonas~phage~PaoP5,Unassigned,Unassigned,Unassigned,42_0,Clustered,12,VC_42_0,12,0.6596,1.0,0.6596,2,2,2,1.0
1365,Pseudomonas~phage~Pf-10,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
1366,Pseudomonas~phage~Phi-S1,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
1367,Pseudomonas~phage~PhiCHU,Caudovirales,Podoviridae,Luz24virus,203_0,Clustered,10,VC_203_0,10,0.9566,1.0,0.9566,2,2,2,1.0
1368,Pseudomonas~phage~SN,Caudovirales,Myoviridae,Pbunavirus,165_0,Clustered,13,VC_165_0,13,0.8851,1.0,0.8851,2,2,2,1.0
1369,Pseudomonas~phage~TL,Caudovirales,Podoviridae,Luz24virus,203_0,Clustered,10,VC_203_0,10,0.9566,1.0,0.9566,2,2,2,1.0
1370,Pseudomonas~phage~UFV-P2,Unassigned,Unassigned,Unassigned,203_0,Clustered,10,VC_203_0,10,0.9566,1.0,0.9566,2,2,2,1.0
1371,Pseudomonas~phage~YH30,Unassigned,Unassigned,Unassigned,12_0,Clustered,8,VC_12_0,8,0.5998,1.0,0.5998,2,2,2,1.0
1372,Pseudomonas~phage~YH6,Unassigned,Unassigned,Unassigned,12_0,Clustered,8,VC_12_0,8,0.5998,1.0,0.5998,2,2,2,1.0
1373,Pseudomonas~phage~YMC11/02/R656,Unassigned,Unassigned,Unassigned,40_4,Clustered/Singleton,1,VC_40_4,1,0.0,1.0,0.0,1,1,1,1.0
1374,Pseudomonas~phage~YMC11/06/C171_PPU_BP,Unassigned,Unassigned,Unassigned,30_0,Clustered,17,VC_30_0,17,0.6353,1.0,0.6353,3,2,2,1.0
1375,Pseudomonas~phage~YMC11/07/P54_PAE_BP,Unassigned,Unassigned,Unassigned,40_0,Clustered,2,VC_40_0,2,0.2413,0.94967683,0.2292,1,1,1,1.0
1376,Pseudomonas~phage~YuA,Caudovirales,Siphoviridae,Yuavirus,2_0,Clustered,4,VC_2_0,4,0.462,0.99997711,0.462,1,1,1,1.0
1377,Pseudomonas~phage~phi12,Unassigned,Cystoviridae,Cystovirus,327_0,Clustered,4,VC_327_0,4,1.0,1.0,1.0,1,1,1,1.0
1378,Pseudomonas~phage~phi13,Unassigned,Cystoviridae,Cystovirus,327_0,Clustered,4,VC_327_0,4,1.0,1.0,1.0,1,1,1,1.0
1379,Pseudomonas~phage~phi15,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
1380,Pseudomonas~phage~phi2,Unassigned,Unassigned,Unassigned,242_0,Clustered,3,VC_242_0,3,0.7687,0.99542416,0.7652,1,1,1,1.0
1381,Pseudomonas~phage~phi2954,Unassigned,Cystoviridae,Cystovirus,327_0,Clustered,4,VC_327_0,4,1.0,1.0,1.0,1,1,1,1.0
1382,Pseudomonas~phage~phi297,Unassigned,Unassigned,Unassigned,40_0,Clustered,2,VC_40_0,2,0.2413,0.94967683,0.2292,1,1,1,1.0
1383,Pseudomonas~phage~phi3,Unassigned,Unassigned,Unassigned,61_0,Clustered,7,VC_61_0,7,0.5604,1.0,0.5604,2,2,2,1.0
1384,Pseudomonas~phage~phi6,Unassigned,Cystoviridae,Cystovirus,327_0,Clustered,4,VC_327_0,4,1.0,1.0,1.0,1,1,1,1.0
1385,Pseudomonas~phage~phiCTX,Caudovirales,Myoviridae,P2virus,60_0,Clustered,29,VC_60_0,29,0.8456,1.0,0.8456,2,2,2,1.0
1386,Pseudomonas~phage~phiIBB-PAA2,Caudovirales,Podoviridae,Luz24virus,203_0,Clustered,10,VC_203_0,10,0.9566,1.0,0.9566,2,2,2,1.0
1387,Pseudomonas~phage~phiIBB-PF7A,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
1388,Pseudomonas~phage~phiKMV,Caudovirales,Podoviridae,Phikmvvirus,29_0,Clustered,11,VC_29_0,11,0.6583,1.0,0.6583,2,2,2,1.0
1389,Pseudomonas~phage~phiMK,Unassigned,Unassigned,Unassigned,42_0,Clustered,12,VC_42_0,12,0.6596,1.0,0.6596,2,2,2,1.0
1390,Pseudomonas~phage~phiPSA2,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
1391,Pseudomonas~phage~phikF77,Unassigned,Unassigned,Unassigned,29_0,Clustered,11,VC_29_0,11,0.6583,1.0,0.6583,2,2,2,1.0
1392,Pseudomonas~phage~tf,Unassigned,Unassigned,Unassigned,203_0,Clustered,10,VC_203_0,10,0.9566,1.0,0.9566,2,2,2,1.0
1393,Pseudomonas~phage~vB_Pae-Kakheti25,Caudovirales,Siphoviridae,Septima3virus,1_0,Clustered,8,VC_1_0,8,0.6014,1.0,0.6014,3,2,2,1.0
1394,Pseudomonas~phage~vB_Pae-TbilisiM32,Unassigned,Unassigned,Unassigned,29_0,Clustered,11,VC_29_0,11,0.6583,1.0,0.6583,2,2,2,1.0
1395,Pseudomonas~phage~vB_PaeM_C2-10_Ab1,Caudovirales,Myoviridae,Pakpunavirus,42_0,Clustered,12,VC_42_0,12,0.6596,1.0,0.6596,2,2,2,1.0
1396,Pseudomonas~phage~vB_PaeM_MAG1,Unassigned,Unassigned,Unassigned,42_0,Clustered,12,VC_42_0,12,0.6596,1.0,0.6596,2,2,2,1.0
1397,Pseudomonas~phage~vB_PaeM_PAO1_Ab27,Unassigned,Unassigned,Unassigned,165_0,Clustered,13,VC_165_0,13,0.8851,1.0,0.8851,2,2,2,1.0
1398,Pseudomonas~phage~vB_PaeP_C2-10_Ab09,Caudovirales,Podoviridae,Lit1virus,12_0,Clustered,8,VC_12_0,8,0.5998,1.0,0.5998,2,2,2,1.0
1399,Pseudomonas~phage~vB_PaeP_C2-10_Ab22,Caudovirales,Podoviridae,Luz24virus,203_0,Clustered,10,VC_203_0,10,0.9566,1.0,0.9566,2,2,2,1.0
1400,Pseudomonas~phage~vB_PaeP_MAG4,Unassigned,Unassigned,Unassigned,12_0,Clustered,8,VC_12_0,8,0.5998,1.0,0.5998,2,2,2,1.0
1401,Pseudomonas~phage~vB_PaeP_PAO1_Ab05,Unassigned,Unassigned,Unassigned,29_0,Clustered,11,VC_29_0,11,0.6583,1.0,0.6583,2,2,2,1.0
1402,Pseudomonas~phage~vB_PaeP_PPA-ABTNL,Unassigned,Unassigned,Unassigned,29_0,Clustered,11,VC_29_0,11,0.6583,1.0,0.6583,2,2,2,1.0
1403,Pseudomonas~phage~vB_PaeP_p2-10_Or1,Unassigned,Unassigned,Unassigned,203_0,Clustered,10,VC_203_0,10,0.9566,1.0,0.9566,2,2,2,1.0
1404,Pseudomonas~phage~vB_PaeS_PAO1_Ab30,Unassigned,Unassigned,Unassigned,171_0,Clustered,18,VC_171_0,18,0.8458,1.0,0.8458,2,2,2,1.0
1405,Pseudomonas~phage~vB_PaeS_PM105,Unassigned,Unassigned,Unassigned,170_0,Clustered,4,VC_170_0,4,0.2399,0.9999782,0.2399,1,1,1,1.0
1406,Pseudomonas~phage~vB_PaeS_SCH_Ab26,Caudovirales,Siphoviridae,Septima3virus,1_0,Clustered,8,VC_1_0,8,0.6014,1.0,0.6014,3,2,2,1.0
1407,Pseudomonas~phage~vB_Pae_PS44,Unassigned,Unassigned,Unassigned,165_0,Clustered,13,VC_165_0,13,0.8851,1.0,0.8851,2,2,2,1.0
1408,Pseudomonas~phage~vB_PsyM_KIL1,Unassigned,Unassigned,Unassigned,44_0,Clustered/Singleton,1,VC_44_0,1,0.0,1.0,0.0,1,1,1,1.0
1409,Pseudomonas~virus~D3,Caudovirales,Siphoviridae,D3virus,40_2,Clustered,2,VC_40_2,2,0.2559,0.95032888,0.2432,1,1,1,1.0
1410,Pseudomonas~virus~D3112,Caudovirales,Siphoviridae,D3112virus,171_0,Clustered,18,VC_171_0,18,0.8458,1.0,0.8458,2,2,2,1.0
1411,Pseudomonas~virus~DMS3,Caudovirales,Siphoviridae,D3112virus,171_0,Clustered,18,VC_171_0,18,0.8458,1.0,0.8458,2,2,2,1.0
1412,Pseudomonas~virus~LPB1,Caudovirales,Siphoviridae,D3112virus,171_0,Clustered,18,VC_171_0,18,0.8458,1.0,0.8458,2,2,2,1.0
1413,Pseudomonas~virus~MP29,Caudovirales,Siphoviridae,D3112virus,171_0,Clustered,18,VC_171_0,18,0.8458,1.0,0.8458,2,2,2,1.0
1414,Pseudomonas~virus~MP38,Caudovirales,Siphoviridae,D3112virus,171_0,Clustered,18,VC_171_0,18,0.8458,1.0,0.8458,2,2,2,1.0
1415,Pseudomonas~virus~PA1KOR,Caudovirales,Siphoviridae,D3112virus,171_0,Clustered,18,VC_171_0,18,0.8458,1.0,0.8458,2,2,2,1.0
1416,Pseudomonas~virus~PMG1,Caudovirales,Siphoviridae,D3virus,40_2,Clustered,2,VC_40_2,2,0.2559,0.95032888,0.2432,1,1,1,1.0
1417,Puniceispirillum~phage~HMO-2011,Unassigned,Unassigned,Unassigned,186_0,Clustered,2,VC_186_0,2,0.7197,0.5,0.3598,1,1,1,1.0
